en_a	Gen_b	Ortholog_Status	Species_with_Ortholog	Hormone	Duplicated_Ortholog
Solyc04g010090	Capang05g000350	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc04g010090	Capana05g000434	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc04g010090	PGSC0003DMP400020337\tPGSC0003DMT400029921;PGSC0003DMP400020338\tPGSC0003DMT400029922;PGSC0003DMP400020339\tPGSC0003DMT400029923	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc04g010090	PGSC0003DMP400020337\tPGSC0003DMT400029921;PGSC0003DMP400020338\tPGSC0003DMT400029922;PGSC0003DMP400020339\tPGSC0003DMT400029923	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc04g010090	PGSC0003DMP400020337\tPGSC0003DMT400029921;PGSC0003DMP400020338\tPGSC0003DMT400029922;PGSC0003DMP400020339\tPGSC0003DMT400029923	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc04g010090	SLYcer04g00637	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc04g010090	Sopen04g005230	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc04g010090	SPI04g00613	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc04g014730	Capang05g000160	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc04g014730	Capana05g000164	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc04g014730	PGSC0003DMP400040849\tPGSC0003DMT400060696	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc04g014730	SLYcer04g01194	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc04g014730	Sopen04g006840	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc04g014730	SPI04g00919	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc04g018110	Capang05g000025	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc04g018110	Capana05g000028	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc04g018110	PGSC0003DMP400018793\tPGSC0003DMT400027581	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc04g018110	SLYcer04g01694	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc04g018110	Sopen04g009340	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc04g018110	SPI04g01481	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc04g024340	PGSC0003DMP400004332\tPGSC0003DMT400006269	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc04g024340	SLYcer04g02794	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc04g024340	Sopen04g010310	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc04g024340	SPI04g02552	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc04g024510	PGSC0003DMP400007546\tPGSC0003DMT400010840	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc04g050920	PGSC0003DMP400009420\tPGSC0003DMT400013600	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc04g050920	SLYcer04g03562	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc04g050920	Sopen04g022040	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc04g050920	SPI04g03287	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc04g055200	Capang11g000547	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc04g055200	Capana12g001691	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc04g055200	SLYcer04g04133	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc04g055200	Sopen04g025060	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc04g055200	SPI04g03778	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc04g076380	Capang04g000790	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc04g076380	Capana04g000836	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc04g076380	PGSC0003DMP400016498\tPGSC0003DMT400024163	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc04g076380	SLYcer04g05249	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc04g076380	Sopen04g030140	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc04g076380	SPI04g04739	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc04g078920	Capang04g001554	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc04g078920	Capana04g001639	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc04g078920	PGSC0003DMP400014027\tPGSC0003DMT400020590	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc04g078920	SLYcer04g05502	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc04g078920	Sopen04g032520	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc04g078920	SPI04g04998	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc05g009530	Capang11g002171	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc05g009530	Capana11g002272	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc05g009530	PGSC0003DMP400022971\tPGSC0003DMT400033754	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc05g009530	SLYcer05g00609	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc05g009530	Sopen05g005340	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc05g009530	SPI05g00643	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc05g010010	Capang11g002109	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc05g010010	Capana11g002205	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc05g010010	PGSC0003DMP400043578\tPGSC0003DMT400064634	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc05g010010	SLYcer05g00661	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc05g010010	Sopen05g005820	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc05g010010	SPI05g00694	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc05g015390	Capang12g001083	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc05g015390	Capana11g000872	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc05g015390	PGSC0003DMP400050689\tPGSC0003DMT400074842	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc05g015390	SLYcer05g01259	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc05g015390	Sopen05g010680	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc05g015390	SPI05g01716	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc05g018130	Capang01g001852	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc05g018130	Capana01g002133	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc05g018130	PGSC0003DMP400047696\tPGSC0003DMT400070554;PGSC0003DMP400047697\tPGSC0003DMT400070555;PGSC0003DMP400047698\tPGSC0003DMT400070556	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc05g018130	PGSC0003DMP400047696\tPGSC0003DMT400070554;PGSC0003DMP400047697\tPGSC0003DMT400070555;PGSC0003DMP400047698\tPGSC0003DMT400070556	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc05g018130	PGSC0003DMP400047696\tPGSC0003DMT400070554;PGSC0003DMP400047697\tPGSC0003DMT400070555;PGSC0003DMP400047698\tPGSC0003DMT400070556	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc05g018130	SLYcer05g01715	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc05g018130	Sopen05g014790	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc05g018130	SPI05g02247	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc05g043430	SLYcer05g03267	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc05g043430	Sopen05g026690	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc05g043430	SPI05g03897	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc05g053040	Capang05g001755	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc05g053040	Capana05g002200	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc05g053040	PGSC0003DMP400047160\tPGSC0003DMT400069797	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc05g053040	Sopen05g031560	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g008330	Capang06g002770	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g008330	Capana06g003010	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g008330	PGSC0003DMP400044246\tPGSC0003DMT400065573	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc06g008330	SLYcer06g00520	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g008330	Sopen06g003180	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g008330	SPI06g00305	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc06g008820	Capang06g002787	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g008820	Capana06g003039	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g008820	PGSC0003DMP400038051\tPGSC0003DMT400056556;PGSC0003DMP400038052\tPGSC0003DMT400056557	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc06g008820	PGSC0003DMP400038051\tPGSC0003DMT400056556;PGSC0003DMP400038052\tPGSC0003DMT400056557	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc06g008820	SLYcer06g00577	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g008820	Sopen06g003590	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g008820	SPI06g00360	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc06g009750	Capang12g001571	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g009750	Capana00g003274	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g009750	PGSC0003DMP400012911\tPGSC0003DMT400018802	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc06g009750	SLYcer06g00706	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g009750	Sopen06g004370	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g009750	SPI06g00544	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc06g031690	Capang06g002159	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g031690	Capana06g002321	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g031690	SLYcer06g02610	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g053480	Capang06g001920	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g053480	Capana06g002092	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g053480	PGSC0003DMP400028549\tPGSC0003DMT400042118	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc06g053480	SLYcer06g03635	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g053480	Sopen06g018560	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g053480	SPI06g03545	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc06g067970	Capana12g001374	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g071770	Capang06g000867	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g071770	Capana06g000925	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g071770	PGSC0003DMP400047024\tPGSC0003DMT400069639	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc06g071770	SLYcer06g04727	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g071770	Sopen06g028060	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g071770	SPI06g04587	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc06g074220	Capang06g000567	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g074220	PGSC0003DMP400010431\tPGSC0003DMT400015070	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc06g074220	SLYcer06g04975	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g074220	Sopen06g030640	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g074220	SPI06g04842	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc06g074940	Capang00g003866	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g074940	Capana06g000523	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g074940	PGSC0003DMP400012654\tPGSC0003DMT400018395;PGSC0003DMP400012656\tPGSC0003DMT400018397;PGSC0003DMP400012657\tPGSC0003DMT400018398	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc06g074940	PGSC0003DMP400012654\tPGSC0003DMT400018395;PGSC0003DMP400012656\tPGSC0003DMT400018397;PGSC0003DMP400012657\tPGSC0003DMT400018398	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc06g074940	PGSC0003DMP400012654\tPGSC0003DMT400018395;PGSC0003DMP400012656\tPGSC0003DMT400018397;PGSC0003DMP400012657\tPGSC0003DMT400018398	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc06g074940	SLYcer06g05058	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g074940	Sopen06g031340	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g074940	SPI06g04918	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc06g084130	Capang06g000087	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g084130	PGSC0003DMP400034944\tPGSC0003DMT400051889	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc06g084130	SLYcer06g05476	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g084130	Sopen06g035510	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g084130	SPI06g05368	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc06g084390	Capang06g000040	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g084390	Capana06g000056	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g084390	PGSC0003DMP400034751\tPGSC0003DMT400051608	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc06g084390	SLYcer06g05504	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g084390	Sopen06g035780	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g084390	SPI06g05395	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc06g084440	Capang06g000001	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc06g084440	Capana06g000002	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc06g084440	PGSC0003DMP400041577\tPGSC0003DMT400061780	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc06g084440	SLYcer06g05509	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc06g084440	Sopen06g035830	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc06g084440	SPI06g05400	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc07g006280	Capang12g001689	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc07g006280	Capana00g003691	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc07g006280	PGSC0003DMP400019741\tPGSC0003DMT400029027	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc07g006280	Sopen07g002370	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc07g006280	SPI07g00319	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc07g052240	Capang07g001440	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc07g052240	Capana07g001410	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc07g052240	PGSC0003DMP400050466\tPGSC0003DMT400074510	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc07g052240	SLYcer07g04724	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc07g052240	Sopen07g025880	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc07g052240	SPI07g05441	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc07g052480	Capang00g003779	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc07g052480	PGSC0003DMP400044193\tPGSC0003DMT400065512	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc07g052480	SLYcer07g04757	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc07g052480	Sopen07g026110	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc07g052480	SPI07g05475	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc07g054490	Capang07g001664	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc07g054490	Capana07g001670	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc07g054490	PGSC0003DMP400032006\tPGSC0003DMT400047292	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc07g054490	SLYcer07g04974	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc07g054490	Sopen07g028430	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc07g054490	SPI07g05702	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc08g008100	NA	No Ortholog	None	Jasmonic Acid	FALSE
Solyc08g065350	Capana06g002830	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc08g065350	PGSC0003DMP400052177\tPGSC0003DMT400076991	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc08g065350	Sopen08g018910	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc08g075450	SLYcer08g05763	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc08g075450	Sopen08g024080	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc08g075450	SPI08g05648	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc08g077530	Capang01g000716	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc08g077530	Capana01g000793	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc08g077530	PGSC0003DMP400003321\tPGSC0003DMT400004686	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc08g077530	SLYcer08g05974	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc08g077530	Sopen08g026110	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc08g077530	SPI08g05863	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc08g078250	Capang01g000613	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc08g078250	Capana01g000673	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc08g078250	PGSC0003DMP400045537\tPGSC0003DMT400067481	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc08g078250	SLYcer08g06051	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc08g078250	Sopen08g026760	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc08g078250	SPI08g05948	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc08g080410	Capang01g000294	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc08g080410	Capana01g000317	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc08g080410	PGSC0003DMP400005475\tPGSC0003DMT400007880;PGSC0003DMP400005476\tPGSC0003DMT400007881	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc08g080410	PGSC0003DMP400005475\tPGSC0003DMT400007880;PGSC0003DMP400005476\tPGSC0003DMT400007881	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc08g080410	SLYcer08g06260	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc08g080410	Sopen08g028740	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc08g080410	SPI08g06167	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc09g047930	Capang09g000717	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc09g047930	Capana09g000795	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc09g047930	PGSC0003DMP400050801\tPGSC0003DMT400075006;PGSC0003DMP400050802\tPGSC0003DMT400075007	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc09g047930	PGSC0003DMP400050801\tPGSC0003DMT400075006;PGSC0003DMP400050802\tPGSC0003DMT400075007	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc09g047930	SLYcer09g02216	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc09g047930	Sopen09g016040	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc09g047930	SPI09g02131	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc09g074320	Capang03g003437	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc09g074320	Capana03g003528	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc09g074320	SLYcer09g04263	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc09g074320	Sopen09g029160	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc09g074320	SPI09g04058	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc09g089580	SLYcer09g04889	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc09g089580	Sopen09g032520	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc09g089580	SPI09g04546	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc09g092520	Capang03g003963	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc09g092520	Capana03g004113	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc09g092520	PGSC0003DMP400037893\tPGSC0003DMT400056316	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc09g092520	SLYcer09g05205	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc09g092520	Sopen09g035420	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc09g092520	SPI09g04882	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc10g007600	Capang10g000131	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc10g007600	Capana10g000134	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc10g007600	PGSC0003DMP400036811\tPGSC0003DMT400054730;PGSC0003DMP400036812\tPGSC0003DMT400054731	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc10g007600	PGSC0003DMP400036811\tPGSC0003DMT400054730;PGSC0003DMP400036812\tPGSC0003DMT400054731	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc10g007600	SLYcer10g00500	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc10g007600	Sopen10g003520	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc10g007600	SPI10g00364	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc10g008870	PGSC0003DMP400039602\tPGSC0003DMT400058782;PGSC0003DMP400039603\tPGSC0003DMT400058783	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc10g008870	PGSC0003DMP400039602\tPGSC0003DMT400058782;PGSC0003DMP400039603\tPGSC0003DMT400058783	Has Ortholog	Potato	Jasmonic Acid	TRUE
Solyc10g008870	SLYcer10g00638	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc10g008870	Sopen10g004660	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc10g008870	SPI10g00499	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc10g044780	Capang10g000778	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc10g044780	Capana10g001039	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc10g044780	PGSC0003DMP400013252\tPGSC0003DMT400019338	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc10g044780	SLYcer10g03168	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc10g044780	Sopen10g013470	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc10g044780	SPI10g01476	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc10g045620	NA	No Ortholog	None	Jasmonic Acid	FALSE
Solyc10g049850	PGSC0003DMP400040236\tPGSC0003DMT400059816	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc10g049850	SLYcer10g04059	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc10g049850	Sopen10g019880	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc10g049850	SPI10g02425	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc10g074790	Capang10g000883	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc10g074790	Capana10g001059	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc10g074790	PGSC0003DMP400048171\tPGSC0003DMT400071229	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc10g074790	SLYcer10g04980	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc10g074790	Sopen10g027280	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc10g074790	SPI10g03475	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc10g081650	Capang07g000771	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc10g081650	Capana00g004805	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc10g081650	PGSC0003DMP400049062\tPGSC0003DMT400072543	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc10g081650	SLYcer10g05558	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc10g081650	Sopen10g032160	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc10g081650	SPI10g04062	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc10g083360	Capang10g001760	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc10g083360	Capana10g001999	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc10g083360	PGSC0003DMP400048936\tPGSC0003DMT400072375	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc10g083360	Sopen10g032860	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc10g083360	SPI10g04170	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
Solyc11g006770	Capang12g001890	Has Ortholog	Wild pepper	Jasmonic Acid	FALSE
Solyc11g006770	Capana00g001500	Has Ortholog	Dom. pepper	Jasmonic Acid	FALSE
Solyc11g006770	PGSC0003DMP400041426\tPGSC0003DMT400061572	Has Ortholog	Potato	Jasmonic Acid	FALSE
Solyc11g006770	SLYcer11g00276	Has Ortholog	Tomato cherry	Jasmonic Acid	FALSE
Solyc11g006770	Sopen11g002700	Has Ortholog	S. pennellii	Jasmonic Acid	FALSE
Solyc11g006770	SPI11g00427	Has Ortholog	S. pimp.	Jasmonic Acid	FALSE
